truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation,pending_orders_count,episode_id
T142,3691,N10,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:23:29,50.536473,15.826728,8.5,-2.0,6.84,0.0,0.79,0,0.6468,0.2105,7.48,427.08,0.6723,1.0,2573.86,-10.0,0,9.38,0.5,0.6186,0.948,0.4963,0.3734,Moderate Risk,144.09,34,8
T67,4519,N1,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 07:25:23,49.906097,17.457825,12.77,1.19,6.8,174.16,1.34,1,0.37,0.2539,1.34,394.49,0.0,7.2,6515.12,-4.46,0,8.89,0.5,1.0,0.4661,0.6071,1.0,High Risk,147.24,46,8
T67,4519,N1,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:25:23,49.906097,17.457825,6.82,2.68,7.27,0.0,0.5,1,0.4312,0.187,2.87,566.66,0.5931,1.0,10000.0,-10.0,0,13.24,0.5,0.2225,0.7661,0.5908,0.7569,High Risk,140.51,46,8
T233,4378,N1,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:26:25,49.906097,17.457825,8.18,2.79,6.81,694.24,0.5,1,0.3733,0.5129,3.57,629.32,0.2515,3.52,4263.62,-10.0,0,11.55,3.26,0.5249,0.0,1.0,0.9392,High Risk,146.74,46,8
T122,4716,N6,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:28:52,49.948557,16.451728,17.49,3.86,5.83,3.59,3.6,1,0.407,0.5596,0.0,716.68,0.31,2.93,10000.0,-10.0,0,11.48,0.5,0.2199,0.6887,0.58,0.7198,High Risk,140.16,39,8
T4,3898,N67,NodeType.HUB,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 07:30:44,49.494556,18.822154,6.78,3.55,7.13,632.21,0.5,0,0.0637,0.3578,0.0,100.0,0.1078,1.0,1940.26,-10.0,0,10.15,0.5,0.9423,1.0,0.1708,1.0,High Risk,134.15,37,8
T4,3898,N67,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:30:44,49.494556,18.822154,8.21,0.26,6.09,0.0,0.5,1,0.4418,0.4052,1.69,135.16,0.4409,8.04,5012.78,2.95,0,11.99,0.81,0.204,0.4702,0.8173,1.0,High Risk,145.86,37,8
T176,,N5,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2023-01-03 07:31:13,49.460261,23.829776,7.58,-0.69,6.99,0.0,0.5,1,0.2354,0.5032,4.75,890.35,0.0,4.12,4948.44,-10.0,0,10.41,2.11,0.452,0.9913,0.7645,1.0,High Risk,142.57,30,8
T86,981,N21,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:34:07,51.148885,16.309451,6.57,-1.82,6.29,0.0,0.5,1,0.6333,0.1063,5.36,501.93,0.3789,5.3,7950.05,-9.99,0,7.75,0.5,0.8632,1.0,0.3298,0.5342,Moderate Risk,136.17,35,8
T189,3894,N20,NodeType.PORT,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 07:34:13,51.10969,20.496443,14.79,7.52,7.15,922.77,0.5,1,0.3682,0.3616,10.87,566.78,0.267,5.83,2594.84,-10.0,0,11.07,0.5,0.8812,0.3085,0.3729,0.513,Moderate Risk,136.07,36,8
T189,3894,N20,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:34:13,51.10969,20.496443,17.57,-1.94,7.54,600.3,0.5,1,0.6005,0.2747,4.15,318.76,0.5105,1.0,3500.6,-7.7,1,5.72,1.49,0.0,1.0,0.0,0.3638,Low Risk,145.72,36,8
T228,4807,N98,NodeType.HUB,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 07:35:14,51.054165,18.331809,10.45,4.52,6.38,28.16,0.5,1,0.4395,0.4792,4.51,100.0,0.206,7.52,4384.01,-10.0,0,11.05,0.5,0.7939,0.4954,0.6927,0.6467,High Risk,142.66,27,8
T228,4807,N98,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:35:14,51.054165,18.331809,7.2,4.58,6.94,0.0,0.5,1,0.6253,0.2152,2.85,1000.0,1.0,3.17,9232.1,-10.0,0,7.38,0.5,0.6885,0.4492,0.0787,0.5576,Moderate Risk,142.52,27,8
T116,2642,N8,NodeType.WAREHOUSE,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:36:00,49.229994,17.219004,6.44,0.05,5.76,193.1,0.5,1,0.1269,0.4488,6.46,409.41,1.0,7.76,10000.0,-3.93,0,14.85,0.5,0.8511,0.4885,0.8876,1.0,High Risk,142.91,32,8
T179,1223,N5,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:36:02,49.460261,23.829776,6.83,5.59,7.3,0.0,0.5,1,0.3756,0.6133,1.35,497.52,0.7797,2.41,4796.62,-10.0,0,10.38,0.5,0.5526,0.7002,0.969,1.0,High Risk,135.28,30,8
T219,4746,N63,NodeType.WAREHOUSE,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 07:37:03,50.090637,16.784553,6.6,2.41,6.4,473.52,4.17,1,0.3117,0.3308,3.34,573.98,0.2122,2.93,6640.31,-6.37,0,8.36,1.48,0.3855,1.0,0.1113,0.5935,Moderate Risk,144.43,37,8
T219,4746,N63,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:37:03,50.090637,16.784553,13.21,5.73,7.91,0.0,0.82,0,0.391,0.2898,0.0,270.89,0.3913,1.0,9418.99,-10.0,0,8.56,0.5,0.57,1.0,0.3251,1.0,High Risk,141.13,37,8
T79,3001,N69,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 07:37:08,49.350843,20.488821,18.04,-1.81,6.28,488.09,0.5,0,0.3222,0.5247,7.04,1000.0,0.453,8.04,1920.61,-2.64,0,7.91,2.68,0.0988,0.6336,1.0,0.9409,High Risk,138.24,32,8
T79,3001,N69,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:37:08,49.350843,20.488821,8.47,2.9,5.92,175.1,1.9,1,0.2077,0.5471,1.64,457.52,0.1325,3.21,5190.93,-10.0,0,14.09,0.5,0.2425,0.6712,0.6534,0.8824,High Risk,144.76,32,8
T12,2565,N25,NodeType.INSPECTION,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:38:36,49.917529,20.491362,12.73,2.45,6.84,0.0,0.5,1,0.6307,0.4279,1.4,629.15,0.824,3.32,6399.82,-10.0,1,6.53,0.5,0.0903,0.421,0.4239,0.6224,Moderate Risk,144.54,41,8
T21,207,N51,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:39:31,50.304573,20.257622,27.54,-0.64,7.55,31.94,0.5,0,0.6637,0.557,3.24,136.28,0.8908,1.57,976.51,-10.0,0,7.74,0.5,0.2362,0.5184,0.5424,0.1713,Moderate Risk,139.85,46,8
T89,3987,N98,NodeType.HUB,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 07:40:38,51.054165,18.331809,6.6,0.56,6.41,36.32,0.5,0,0.314,0.4301,0.0,109.7,0.2428,5.09,7421.18,-10.0,0,12.5,1.02,0.6649,1.0,0.4628,1.0,High Risk,146.52,27,8
T89,3987,N98,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:40:38,51.054165,18.331809,13.14,3.66,6.82,428.95,0.5,1,0.5739,0.3391,2.15,384.15,0.5709,7.93,7699.02,-10.0,1,1.8,0.5,0.4309,1.0,0.8141,0.7245,Moderate Risk,145.72,27,8
T160,404,N28,NodeType.WAREHOUSE,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:41:18,49.943658,18.512195,16.14,1.88,6.79,690.9,1.75,1,0.0963,0.3702,5.53,278.29,0.0072,5.15,5197.63,-10.0,0,16.51,0.59,0.9347,0.9866,0.9908,0.8037,High Risk,143.67,39,8
T160,404,N28,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:41:18,49.943658,18.512195,10.41,0.9,6.15,431.05,0.5,1,0.5545,0.2491,0.0,523.9,0.1114,1.0,6306.43,-10.0,0,8.45,0.5,0.1239,0.1691,0.5122,0.5586,Moderate Risk,143.57,39,8
T47,3457,N6,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:42:43,49.948557,16.451728,23.35,1.36,7.15,150.92,2.71,1,0.3534,0.2531,2.31,441.11,0.3022,6.46,4962.75,-10.0,0,11.3,0.55,0.2138,0.4584,0.5409,1.0,High Risk,143.89,39,8
T47,3457,N6,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:42:43,49.948557,16.451728,15.09,-0.86,6.3,57.55,0.5,1,0.4484,0.153,4.82,377.41,0.8334,2.38,2409.18,2.84,1,5.06,0.5,0.8558,0.9068,0.1082,1.0,Moderate Risk,136.73,39,8
T28,4543,N83,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:43:03,50.99374,21.474593,16.03,4.15,6.69,0.0,0.5,0,0.67,0.3831,2.32,403.56,0.8757,1.83,9499.33,-10.0,0,7.41,1.98,0.0,0.1925,0.2789,0.8484,Moderate Risk,143.31,39,8
T106,4234,N69,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:43:52,49.350843,20.488821,15.34,0.73,7.04,70.44,0.5,1,0.1998,0.4858,2.82,286.04,1.0,2.69,1528.67,-10.0,0,7.86,1.94,0.7094,0.029,0.7594,1.0,High Risk,141.86,32,8
T85,4828,N87,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:45:56,50.472782,20.52185,11.2,3.48,6.65,0.0,1.17,1,0.1457,0.2345,7.81,213.57,0.5366,1.0,3035.74,-3.51,0,14.88,1.7,0.8999,0.9715,0.6997,1.0,High Risk,142.14,36,8
T131,1012,N28,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:46:29,49.943658,18.512195,6.77,2.36,7.07,855.69,0.82,1,0.3903,0.4953,6.15,354.78,0.7343,1.0,8851.8,-10.0,0,8.77,0.5,0.6262,1.0,0.5616,1.0,High Risk,142.78,39,8
T197,877,N61,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:47:32,50.017148,20.102642,6.56,2.89,6.24,44.04,0.5,1,0.2378,0.3111,4.73,510.99,0.0,3.18,10000.0,-10.0,0,11.16,0.5,0.0789,0.9807,0.5216,1.0,High Risk,145.56,56,8
T13,4656,N78,NodeType.HUB,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:48:57,49.840773,23.662093,15.78,-2.0,6.9,350.97,0.5,0,0.2416,0.6898,0.05,690.37,0.5754,1.89,3965.0,-10.0,0,11.43,0.62,0.4451,1.0,0.7335,1.0,High Risk,139.5,44,8
T13,4656,N78,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:48:57,49.840773,23.662093,13.37,6.24,7.07,72.52,0.5,0,0.3384,0.6002,3.45,512.16,0.9209,1.0,1271.27,-5.99,0,9.35,1.16,0.1836,0.8686,0.6506,1.0,High Risk,136.6,44,8
T134,869,N34,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:49:30,50.867992,21.789634,8.43,1.93,7.33,82.04,0.5,1,0.307,0.4816,0.0,199.0,1.0,1.0,1828.13,-10.0,0,14.31,4.62,0.427,0.9645,0.325,0.9322,High Risk,145.27,44,8
T134,869,N34,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:49:30,50.867992,21.789634,18.5,3.01,7.08,202.54,2.98,0,0.1818,0.423,4.54,332.3,0.3987,1.0,4703.89,-10.0,0,14.56,0.5,1.0,1.0,0.6426,0.7258,High Risk,136.54,44,8
T63,3954,N61,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:49:46,50.017148,20.102642,16.92,2.01,6.54,981.2,2.87,0,0.4549,0.3899,0.0,598.62,0.6982,1.0,4311.47,-10.0,0,12.51,0.5,0.1753,1.0,0.7521,0.3127,High Risk,139.49,56,8
T63,3954,N61,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:49:46,50.017148,20.102642,9.1,0.83,8.07,0.0,1.01,1,0.2239,0.4237,7.53,845.89,0.9171,5.5,8677.02,-10.0,0,17.81,0.5,0.3185,0.3994,0.8686,1.0,High Risk,158.51,56,8
T181,2493,N87,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:51:25,50.472782,20.52185,19.63,5.88,6.69,329.54,2.79,1,0.3669,0.468,0.0,649.49,0.4323,6.23,100.02,-10.0,0,7.94,0.5,0.0,1.0,0.6342,0.9382,High Risk,145.06,36,8
T181,2493,N87,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:51:25,50.472782,20.52185,11.76,-1.09,6.56,443.58,0.5,1,0.3199,0.3593,0.0,528.66,0.6408,12.49,5922.92,-9.71,0,10.01,0.5,0.1951,0.1365,0.708,1.0,High Risk,138.94,36,8
T175,1583,N93,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:53:32,50.020414,18.49187,23.68,0.08,6.96,16.96,0.5,1,0.2833,0.354,4.49,100.0,0.7594,12.24,4094.45,-10.0,0,10.25,0.5,0.3298,1.0,0.7668,1.0,High Risk,140.64,37,8
T175,1583,N93,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:53:32,50.020414,18.49187,14.99,-0.07,6.62,359.29,1.02,1,0.4615,0.2578,5.92,445.29,0.2267,8.85,7150.0,-10.0,0,13.43,0.5,1.0,0.7752,0.9002,0.5945,High Risk,144.86,37,8
T154,4328,N68,NodeType.WAREHOUSE,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 07:54:12,49.666031,21.550813,11.47,5.51,6.58,170.34,0.5,1,0.6537,0.3392,0.0,443.27,0.4059,1.29,2463.74,-10.0,1,4.01,0.5,0.8696,0.7338,0.3815,0.4187,Moderate Risk,141.33,27,8
T154,4328,N68,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:54:12,49.666031,21.550813,6.72,-1.19,6.87,436.33,0.5,1,0.2791,0.3551,2.17,765.43,0.3072,2.72,7407.24,-10.0,0,8.49,2.56,0.3785,0.4067,0.8337,1.0,High Risk,135.57,27,8
T37,179,N48,NodeType.WAREHOUSE,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:54:35,50.525041,23.794207,8.21,0.29,6.42,651.4,2.13,0,0.4188,0.4427,6.71,548.72,0.529,10.2,7374.6,-10.0,0,11.35,0.5,0.5483,0.9602,0.3529,0.8006,High Risk,143.42,39,8
T37,179,N48,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 07:54:35,50.525041,23.794207,6.79,-1.32,7.15,286.89,0.5,1,0.4095,0.553,2.68,660.39,1.0,1.08,10000.0,-10.0,0,7.64,0.5,0.3536,0.8586,1.0,0.6799,High Risk,136.33,39,8
T169,2002,N35,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:54:47,51.588188,20.488821,15.53,4.95,7.94,0.0,0.5,1,0.2589,0.2587,3.63,354.45,1.0,5.29,9776.16,-10.0,0,15.37,0.5,0.5963,0.0186,0.7249,0.6892,High Risk,137.95,37,8
T148,3717,N20,NodeType.PORT,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 07:57:29,51.10969,20.496443,12.82,-0.55,6.47,637.29,0.5,0,0.5476,0.2645,12.22,791.71,0.6922,1.0,10000.0,-10.0,1,3.34,0.5,0.0083,1.0,0.8198,0.9014,Moderate Risk,139.97,36,8
T111,2772,N29,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 07:58:46,50.818999,22.549289,6.6,0.53,6.39,0.0,0.5,0,0.3698,0.5006,2.85,512.11,0.5874,1.99,1934.64,-10.0,0,11.5,0.5,0.6963,0.5103,0.3928,0.5993,High Risk,139.84,51,8
T77,4442,N72,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 08:00:03,50.918618,16.167175,7.9,1.2,6.57,346.32,1.11,0,0.3248,0.3084,0.0,775.07,0.8303,1.38,3786.07,-10.0,0,12.68,1.66,0.3906,0.1417,1.0,1.0,High Risk,138.47,33,8
T162,365,N25,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:00:26,49.917529,20.491362,6.6,0.13,6.38,0.0,1.36,1,0.3637,0.2672,0.24,780.84,0.8731,4.53,100.02,-10.0,0,10.69,0.5,0.7858,0.6088,0.7923,1.0,High Risk,146.42,41,8
T41,3336,N82,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:03:17,48.60615,22.630589,11.06,4.07,7.08,248.2,2.81,1,0.2307,0.7412,0.57,501.55,1.0,3.58,1512.16,-10.0,0,13.47,0.5,0.8047,1.0,0.378,1.0,High Risk,209.63,24,8
T238,3378,N18,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:04:07,50.39766,14.591972,14.16,0.26,5.3,0.0,2.52,1,0.2753,0.1406,0.0,562.75,0.9113,5.07,7272.33,-10.0,0,9.3,0.5,0.7439,0.698,0.8515,0.9643,High Risk,137.12,36,8
T151,3197,N8,NodeType.WAREHOUSE,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 08:05:11,49.229994,17.219004,10.99,-2.0,6.5,133.87,2.51,1,0.3585,0.3918,7.38,201.89,0.6764,11.48,2070.19,-10.0,0,9.56,0.5,0.3895,0.0,0.6479,0.8671,High Risk,137.14,32,8
T132,1422,N69,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:07:00,49.350843,20.488821,6.58,4.42,6.32,0.0,0.5,0,0.5194,0.5248,2.49,761.34,0.115,1.0,100.02,-8.13,0,10.62,4.14,0.1558,0.4339,0.7156,1.0,High Risk,141.19,32,8
T193,4588,N83,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:07:39,50.99374,21.474593,8.0,-1.37,6.73,164.13,0.5,0,0.4715,0.4516,0.0,920.78,0.5677,1.72,7724.14,-10.0,0,10.98,0.5,0.7295,0.4026,0.5921,0.2846,Moderate Risk,144.29,39,8
T193,4588,N83,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:07:39,50.99374,21.474593,12.01,2.96,7.46,0.0,0.5,1,0.392,0.5472,1.92,718.89,0.5265,7.02,1677.14,2.54,0,13.18,0.5,0.2689,1.0,0.3758,0.8891,High Risk,144.36,39,8
T65,252,N20,NodeType.PORT,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:09:08,51.10969,20.496443,8.21,0.01,7.17,89.27,0.63,1,0.2853,0.3093,2.08,499.37,0.2092,1.0,9798.48,-10.0,0,7.32,0.5,0.3635,0.8982,0.4773,1.0,High Risk,146.36,36,8
T223,1408,N11,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:10:14,51.364454,17.130081,11.01,-0.66,6.16,267.23,2.69,0,0.9307,0.136,6.47,249.51,0.4714,1.0,100.02,-10.0,1,0.44,2.71,0.7585,0.7258,0.2913,0.5381,Low Risk,143.53,32,8
T223,1408,N11,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:10:14,51.364454,17.130081,14.12,-0.15,6.33,905.6,0.5,0,0.5289,0.1734,5.3,512.78,0.6661,8.57,6772.18,-10.0,1,5.85,0.5,0.1852,0.8185,0.0687,0.6111,Moderate Risk,145.11,32,8
T148,3717,N20,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 08:11:45,51.10969,20.496443,6.62,2.59,6.47,10.89,1.36,1,0.3133,0.4292,7.63,385.48,0.5737,1.0,7047.22,-10.0,0,13.86,0.69,0.4444,0.7518,0.6955,0.5565,High Risk,139.43,36,8
T40,,N34,NodeType.CUSTOMER,END_SERVICE,IDLE,2023-01-03 08:16:20,50.867992,21.789634,7.1,-0.83,6.17,97.1,3.8,1,0.0,0.4072,2.78,727.12,0.666,6.2,8159.68,-10.0,0,12.45,0.5,0.1429,1.0,0.6142,1.0,High Risk,137.31,44,8
T40,,N34,NodeType.CUSTOMER,DEPART_NODE,IDLE,2023-01-03 08:16:20,50.867992,21.789634,11.31,-2.0,6.49,0.0,0.5,1,0.5404,0.4044,2.5,418.14,0.9142,2.71,7651.74,-7.91,0,8.85,0.85,0.0,0.8858,0.36,0.7534,Moderate Risk,133.72,44,8
T170,1796,N11,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 08:20:00,51.364454,17.130081,6.98,2.65,7.93,260.76,0.5,1,0.2244,0.0368,1.56,485.41,0.543,4.42,8551.51,-2.58,0,9.69,0.5,0.412,0.87,0.1862,0.7921,Moderate Risk,144.02,32,8
T212,854,N52,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 08:23:01,49.879967,23.743394,12.24,2.24,6.81,189.65,0.5,1,0.6285,0.604,0.0,382.85,0.4604,1.0,100.02,-10.0,0,6.25,0.5,0.3203,0.6335,0.3163,0.2804,Moderate Risk,143.75,42,8
T92,709,N57,NodeType.HUB,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:23:21,50.78797,20.628557,6.66,1.81,6.63,113.13,0.5,0,0.2745,0.4131,0.0,536.69,0.7981,3.35,3727.64,-6.4,0,7.46,0.6,0.7564,0.5065,0.5024,1.0,High Risk,137.65,50,8
T92,709,N57,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:23:21,50.78797,20.628557,13.61,-2.0,6.45,885.68,0.5,1,0.3816,0.3186,0.0,100.0,0.1534,13.2,7906.44,4.79,0,7.36,0.5,0.6899,0.0311,0.2855,0.9216,Moderate Risk,144.06,50,8
T60,1439,N29,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 08:23:53,50.818999,22.549289,12.37,-1.59,6.84,401.49,0.5,1,0.4082,0.3116,2.27,740.25,0.5338,5.26,10000.0,-10.0,0,7.27,0.82,0.8383,0.8061,0.5655,1.0,High Risk,140.09,51,8
T200,1727,N15,NodeType.HUB,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:25:18,51.548994,17.119919,7.33,3.09,7.54,463.64,1.96,0,0.6752,0.1407,0.0,730.01,0.7427,8.31,3125.29,-10.0,1,0.82,0.5,0.5883,0.5092,0.3968,0.7373,Moderate Risk,141.52,28,8
T200,1727,N15,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:25:18,51.548994,17.119919,17.11,-0.25,7.09,223.52,0.5,1,0.5124,0.2887,2.68,490.1,0.6014,6.77,1057.28,1.71,1,6.59,0.5,0.604,0.6934,0.1159,1.0,Moderate Risk,145.72,28,8
T236,1232,N1,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:25:23,49.906097,17.457825,8.58,2.26,6.75,75.43,0.5,1,0.5247,0.4201,5.13,518.22,0.6,6.72,6053.95,-10.0,1,4.3,0.5,0.6068,0.5769,0.9365,1.0,High Risk,230.71,46,8
T236,1232,N1,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:25:23,49.906097,17.457825,6.51,1.31,6.05,474.16,0.5,0,0.5487,0.2906,0.0,831.76,1.0,9.78,3945.63,-10.0,0,10.88,0.5,0.9297,0.7532,0.5885,0.3654,Moderate Risk,143.67,46,8
T152,3748,N61,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 08:25:38,50.017148,20.102642,26.51,-0.56,6.51,174.81,0.5,1,0.2355,0.3378,1.85,772.75,0.5186,13.41,5130.75,-8.65,0,12.74,0.5,0.4373,0.9861,0.3364,1.0,High Risk,135.0,56,8
T207,4023,N58,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:25:48,49.974687,19.279472,6.94,-0.1,7.76,126.16,0.5,1,0.0538,0.2042,3.34,577.03,0.6448,1.0,1340.13,-10.0,0,13.01,0.5,0.3408,0.9049,0.7071,1.0,High Risk,138.01,58,8
T224,3483,N8,NodeType.WAREHOUSE,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:26:37,49.229994,17.219004,11.02,-0.37,7.5,422.22,0.86,0,0.4495,0.2578,5.76,749.56,0.3713,1.0,1280.24,1.53,0,11.37,0.57,0.1566,0.696,0.0565,0.6096,Moderate Risk,141.27,32,8
T224,3483,N8,NodeType.WAREHOUSE,DEPART_NODE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:26:37,49.229994,17.219004,8.71,-1.26,7.31,214.91,0.5,1,0.5442,0.3945,5.22,302.27,0.7015,7.5,100.02,-10.0,0,9.4,1.13,0.9169,0.0977,0.6556,0.689,High Risk,145.42,32,8
T27,813,N79,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2023-01-03 08:29:11,50.084105,14.912093,21.51,1.17,6.34,250.06,1.81,1,0.2493,0.321,9.68,433.48,0.7241,1.0,10000.0,-7.98,0,10.72,0.5,0.7538,0.7052,0.0,1.0,Moderate Risk,139.09,41,8
T27,813,N79,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2023-01-03 08:29:11,50.084105,14.912093,20.97,3.98,5.85,143.1,0.56,0,0.4494,0.2643,0.0,100.0,0.6732,10.53,6615.85,-10.0,0,11.85,0.5,0.7795,0.6155,0.5452,0.8295,High Risk,147.36,41,8
T93,115,N21,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_DELIVERY,2023-01-03 08:29:44,51.148885,16.309451,6.72,-0.32,6.87,0.0,0.87,1,0.6439,0.2677,1.61,312.31,0.4436,1.02,6517.69,-9.73,1,4.13,0.5,0.1456,0.0,0.4886,0.6964,Moderate Risk,138.95,35,8
