truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
T18,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-02 13:33:54,47.588496,22.556025,12.97,1.38,1.99,287.83,5.0,0,0.6184,0.7842,1.74,195.42,1.0,10.18,6504.7,-10.0,1,3.2,1.67,0.0,1.0,0.5352,0.6603,Moderate Risk,5.18
T18,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-02 13:33:54,47.588496,22.556025,14.78,0.23,3.42,229.12,2.51,0,0.9072,0.3192,3.34,686.0,0.2207,3.12,6067.98,-10.0,1,2.92,0.71,0.5248,1.0,0.2974,0.1812,Low Risk,1.63
T6,ORD39,N15,NodeType.INSPECTION,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-02 13:44:10,53.208291,23.843122,14.13,1.12,3.05,368.46,2.64,0,0.843,0.3608,2.31,712.78,0.6359,2.98,8334.03,-10.0,1,3.78,1.22,0.8813,1.0,0.4603,0.3354,Low Risk,1.39
T13,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-02 13:48:07,49.232675,20.570204,10.3,-1.04,1.81,431.32,3.4,1,0.5711,0.0525,9.51,1068.6,0.3308,8.99,8646.42,-10.0,1,5.26,4.25,1.0,1.0,0.4524,0.4756,Moderate Risk,3.94
T9,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-02 13:52:15,53.208291,23.843122,21.49,0.12,5.52,430.19,2.86,1,0.8617,0.3238,3.31,634.28,0.1414,5.58,9320.5,-10.0,1,1.48,1.62,0.5905,1.0,0.2423,0.3289,Low Risk,2.8
T15,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 14:06:50,49.232675,20.570204,5.89,2.62,3.54,422.84,2.17,0,0.8869,0.6021,9.95,118.58,0.8285,7.27,10000.0,-5.72,1,4.23,0.5,0.7449,0.8388,0.3458,0.3497,Low Risk,0.79
T4,,N10,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 14:18:54,51.520734,16.653039,14.9,-1.32,3.17,400.53,4.94,1,0.9152,0.2058,4.05,611.54,0.9761,5.42,2874.05,-10.0,1,0.0,1.16,0.3032,1.0,0.2429,0.0984,Low Risk,0.36
T4,,N10,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 14:18:54,51.520734,16.653039,15.97,2.18,3.35,434.53,3.26,0,0.687,1.0,3.34,868.92,0.7807,5.26,9932.53,-10.0,1,6.98,1.67,0.2741,0.9917,0.7941,0.384,Moderate Risk,0.78
T12,,N15,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-02 14:28:39,53.208291,23.843122,5.61,1.16,2.45,369.15,2.26,1,0.4794,0.5506,5.26,577.42,0.0203,8.68,1241.17,-10.0,0,7.98,3.95,0.0,1.0,0.7417,0.6978,High Risk,9.85
T18,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-02 14:33:54,47.588496,22.556025,11.92,-0.57,3.46,655.97,3.05,0,0.8648,0.2569,3.07,697.96,0.3801,2.16,5184.9,-10.0,1,3.68,1.85,0.7996,1.0,0.2882,0.1824,Low Risk,-2.0
T1,,N5,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 14:55:05,50.449855,28.027718,5.69,2.93,2.76,492.97,4.96,1,0.3508,1.0,2.87,107.5,0.3607,9.73,8843.56,-10.0,1,5.56,1.04,0.3446,0.968,0.827,0.6023,Moderate Risk,4.12
T1,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 14:55:05,50.449855,28.027718,5.6,1.17,2.39,413.09,1.83,1,0.7969,0.5282,4.71,107.5,0.9085,3.35,2134.54,-6.3,1,3.51,1.68,0.0,1.0,0.3794,0.263,Low Risk,2.43
T20,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-02 15:14:08,49.232675,20.570204,7.64,0.12,2.74,338.12,4.04,1,0.9031,0.1371,8.85,384.56,1.0,2.24,100.02,-10.0,1,2.65,2.01,1.0,0.8149,0.2999,0.0589,Low Risk,-1.11
T20,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 15:14:08,49.232675,20.570204,5.47,0.68,1.87,307.8,2.79,1,0.6779,0.7856,10.0,557.73,1.0,6.93,6303.16,-2.43,1,3.15,1.72,0.9373,1.0,0.495,0.4394,Moderate Risk,4.01
T4,,N10,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 15:18:54,51.520734,16.653039,14.88,-1.57,4.35,260.78,2.18,1,1.0,0.0587,1.11,107.5,0.0,1.68,100.02,-10.0,1,0.28,1.12,1.0,1.0,0.1025,0.1183,Low Risk,1.16
T5,,N14,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-02 15:29:08,45.84925,17.968085,5.57,0.57,2.26,309.2,3.33,1,0.5699,0.5561,4.11,130.0,0.7341,13.74,5261.84,-6.11,0,7.47,4.67,0.9406,1.0,0.6262,0.7952,High Risk,9.31
T1,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 15:55:05,50.449855,28.027718,5.05,1.54,0.19,310.05,3.76,1,0.8303,0.5789,1.57,509.78,0.3084,7.05,9785.96,-10.0,1,4.08,0.83,0.806,1.0,0.5217,0.4321,Moderate Risk,5.01
T20,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 16:14:08,49.232675,20.570204,5.59,0.62,2.38,364.95,2.55,1,0.9292,0.2912,8.42,863.04,0.5633,1.0,4888.58,-10.0,1,2.17,2.29,0.3419,1.0,0.2049,0.1305,Low Risk,0.44
T7,,N4,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 16:33:10,51.931535,25.398253,9.88,0.45,3.91,436.39,2.61,1,0.5003,0.3091,2.58,523.45,0.0,10.16,2421.97,-8.2,1,6.36,3.84,0.7358,1.0,0.6009,0.7047,Moderate Risk,5.96
T2,,N7,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-02 16:38:43,54.999728,22.579795,5.73,-0.28,2.91,388.42,2.45,0,0.5145,0.4429,3.11,1300.0,0.0,12.3,7870.53,-7.93,0,7.25,3.74,0.728,1.0,0.8771,0.8091,High Risk,7.33
T8,ORD17,N7,NodeType.HUB,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-02 16:44:42,54.999728,22.579795,12.44,-0.64,2.8,479.35,2.66,1,0.6929,0.0,2.74,575.87,0.5482,3.08,1881.89,-10.0,1,6.05,4.13,0.2475,1.0,0.358,0.355,Moderate Risk,2.36
T19,,N5,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 17:00:46,50.449855,28.027718,14.14,1.54,8.89,522.52,4.56,1,0.8339,0.3845,3.77,635.15,0.0,8.63,100.02,-10.0,1,5.87,0.5,0.5766,1.0,0.3831,0.4023,Moderate Risk,3.39
T19,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 17:00:46,50.449855,28.027718,12.22,1.81,10.0,352.44,3.31,1,0.855,0.1197,3.22,478.33,0.59,2.97,100.02,-7.12,1,2.35,1.71,0.8356,0.9916,0.3426,0.2542,Low Risk,-0.18
T12,,N15,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-02 17:02:43,53.208291,23.843122,15.69,0.59,9.29,292.14,5.0,1,0.7168,0.0,4.08,250.91,0.717,5.44,309.42,-10.0,1,1.98,1.74,0.9176,1.0,0.2752,0.2661,Low Risk,-0.56
T12,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-02 17:02:43,53.208291,23.843122,22.51,2.11,10.0,564.14,2.13,1,0.95,0.0,5.14,612.25,0.7175,1.6,5263.79,-10.0,1,2.6,0.96,0.7343,0.9216,0.1294,0.1627,Low Risk,-0.91
T16,ORD35,N15,NodeType.INSPECTION,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-02 17:08:38,53.208291,23.843122,16.5,2.64,10.0,459.79,2.95,1,0.3056,0.3033,2.72,945.3,0.6698,10.73,3010.58,-10.0,0,8.78,3.91,0.1818,0.9605,0.5572,0.7781,High Risk,7.01
T17,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-02 17:12:40,49.232675,20.570204,7.3,1.89,9.2,602.18,5.0,0,0.7462,0.1521,9.77,256.32,0.2347,3.04,5633.22,-6.96,1,4.5,1.46,0.3697,1.0,0.2417,0.2288,Low Risk,2.05
T17,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 17:12:40,49.232675,20.570204,7.5,5.0,10.0,320.24,3.09,0,0.6415,0.6808,10.0,1075.0,0.8096,10.56,6256.51,-10.0,1,5.7,2.13,0.0878,1.0,0.5623,0.6739,Moderate Risk,6.49
T13,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-02 17:14:54,49.232675,20.570204,9.14,1.18,8.43,320.44,4.09,1,0.7941,0.0361,8.26,1075.0,0.7361,2.91,5102.29,-10.0,1,2.02,0.93,0.5089,1.0,0.3084,0.2604,Low Risk,0.65
T13,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 17:14:54,49.232675,20.570204,15.61,1.16,10.0,207.74,3.01,1,0.8841,0.135,9.48,812.38,0.7317,4.14,5935.35,-10.0,1,1.41,0.64,0.0,1.0,0.126,0.2635,Low Risk,2.44
T7,,N4,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 17:33:10,51.931535,25.398253,12.21,2.63,10.0,398.96,4.85,0,0.6815,0.5128,2.18,670.19,0.6996,9.34,5325.34,-10.0,1,3.97,1.28,0.3013,0.9893,0.5135,0.4974,Moderate Risk,3.71
T7,,N4,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 17:33:10,51.931535,25.398253,10.67,0.32,7.63,253.37,2.04,1,0.8126,0.0705,2.29,377.82,1.0,8.21,8753.04,-10.0,1,3.19,1.25,0.0768,0.8933,0.1823,0.3319,Low Risk,5.75
T19,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 18:00:46,50.449855,28.027718,7.35,4.02,9.39,324.47,3.04,1,0.738,0.6912,2.79,107.5,0.7659,8.35,3869.69,-10.0,1,5.68,1.0,0.9187,1.0,0.6333,0.5395,Moderate Risk,3.66
T12,,N15,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-02 18:02:43,53.208291,23.843122,14.86,2.96,10.0,472.47,2.77,0,0.4748,0.6927,3.12,107.5,0.2578,8.72,7375.27,-10.0,1,5.89,1.7,0.3419,1.0,0.6686,0.6672,Moderate Risk,6.44
T4,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-02 18:09:27,50.819308,17.39013,17.13,1.6,10.0,624.11,1.96,1,0.6454,0.1893,3.32,304.65,0.5854,8.12,710.62,-10.0,1,5.92,4.75,0.2228,0.9776,0.4622,0.6254,Moderate Risk,5.7
T17,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 18:12:40,49.232675,20.570204,14.65,1.29,10.0,427.34,2.11,0,0.5467,0.0023,8.36,229.75,1.0,7.2,10000.0,-10.0,1,3.92,1.73,0.9222,0.8193,0.3838,0.4799,Moderate Risk,6.31
T13,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 18:14:54,49.232675,20.570204,7.5,3.21,10.0,436.52,2.25,1,0.7338,0.33,9.04,697.91,0.7829,7.64,100.02,-10.0,1,3.77,1.13,0.0,0.9463,0.4157,0.369,Low Risk,2.09
T5,,N14,NodeType.HUB,END_SERVICE,IDLE,2024-01-02 19:30:07,45.84925,17.968085,7.5,3.91,10.0,339.39,5.0,1,0.8019,0.7947,2.3,224.53,0.4337,9.35,2804.15,-10.0,1,5.95,0.75,0.6501,0.8974,0.7707,0.5565,Moderate Risk,4.75
T5,,N14,NodeType.HUB,DEPART_NODE,IDLE,2024-01-02 19:30:07,45.84925,17.968085,12.6,0.94,7.49,192.76,2.56,1,0.9389,0.0712,2.29,773.22,0.066,4.32,5575.79,-10.0,1,3.53,1.82,0.8233,1.0,0.2288,0.2743,Low Risk,1.62
T10,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-02 19:50:35,49.232675,20.570204,8.48,3.22,9.26,461.48,2.02,1,0.3565,0.5934,9.29,1181.54,0.1828,14.24,6228.32,-10.0,0,9.66,3.5,0.141,1.0,0.6722,0.8975,High Risk,9.22
T18,,N12,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 19:55:24,45.916477,21.848177,19.05,3.25,10.0,470.56,2.93,0,0.7202,0.1787,2.72,401.83,0.45,11.61,100.02,-10.0,0,3.89,4.17,1.0,1.0,0.3726,0.6657,Moderate Risk,5.53
T16,ORD35,N15,NodeType.INSPECTION,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-02 20:05:26,53.208291,23.843122,10.59,2.84,3.5,374.16,5.0,0,0.6234,1.0,2.47,436.65,0.3904,8.67,10000.0,-10.0,1,5.09,0.58,0.1057,0.9411,0.6827,0.4428,Moderate Risk,4.03
T4,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-02 20:14:03,50.819308,17.39013,6.11,0.87,4.45,421.26,5.0,1,0.746,0.2555,2.88,290.84,0.6578,3.76,10000.0,-4.77,1,0.78,1.1,0.8049,1.0,0.3144,0.3755,Low Risk,3.28
T4,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-02 20:14:03,50.819308,17.39013,5.99,-0.6,3.96,404.35,2.12,0,0.7159,0.0754,3.25,721.21,0.7738,4.68,7514.85,-10.0,1,3.26,0.92,0.3065,1.0,0.223,0.2035,Low Risk,0.39
T7,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 20:14:09,50.616164,25.571274,13.53,2.48,4.1,431.86,3.09,0,0.5878,0.4061,2.2,130.0,0.3783,10.24,9998.32,-10.0,0,6.01,3.38,0.5305,1.0,0.6925,0.6525,Moderate Risk,5.98
T5,,N14,NodeType.HUB,DEPART_NODE,IDLE,2024-01-02 20:30:07,45.84925,17.968085,14.74,0.55,3.3,399.88,3.0,1,0.7129,0.1582,1.6,702.02,0.2791,7.98,4543.69,-10.0,1,1.36,1.62,0.5769,1.0,0.3266,0.4771,Low Risk,4.0
T11,,N13,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 20:41:44,48.852207,13.988911,20.78,1.63,2.51,322.2,2.33,1,0.4414,0.9608,2.92,130.0,0.5012,11.96,8354.05,-10.0,0,9.09,2.92,0.8111,0.9652,0.8753,0.7591,High Risk,3.89
T10,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-02 20:50:35,49.232675,20.570204,6.05,-0.96,4.22,360.72,5.0,1,0.8746,0.0729,7.79,107.5,0.7611,1.11,9210.11,-4.37,1,2.96,1.8,0.6585,1.0,0.0397,0.1321,Low Risk,1.0
T10,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 20:50:35,49.232675,20.570204,5.55,1.7,2.2,381.72,1.85,1,0.7868,0.6919,8.49,222.33,0.5338,6.68,4862.1,-10.0,1,4.19,1.26,0.9557,0.9935,0.5761,0.4135,Moderate Risk,3.14
T18,,N12,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 20:55:24,45.916477,21.848177,9.86,0.69,2.53,282.02,5.0,0,0.711,0.4435,3.71,772.96,0.2496,8.17,7601.66,-10.0,0,3.33,1.82,0.4585,0.9992,0.3641,0.3986,Low Risk,3.3
T18,,N12,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 20:55:24,45.916477,21.848177,9.17,-1.35,3.2,214.39,3.31,0,0.7084,0.0,3.57,670.95,0.7415,3.79,10000.0,-9.76,0,2.78,0.5,0.8112,0.9723,0.1474,0.1606,Low Risk,1.03
T1,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 21:04:52,50.616164,25.571274,8.74,0.19,1.86,473.78,2.9,1,0.5078,0.2837,2.55,173.15,1.0,7.65,9030.25,-7.03,1,4.85,4.32,0.959,0.9928,0.4014,0.4432,Moderate Risk,4.1
T4,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-02 21:14:03,50.819308,17.39013,10.38,1.78,3.95,418.66,1.88,0,0.7575,0.4446,0.33,107.5,0.1134,5.15,9487.54,-10.0,1,3.55,1.2,0.0012,1.0,0.3104,0.3226,Low Risk,0.91
T2,,N7,NodeType.HUB,END_SERVICE,IDLE,2024-01-02 21:16:12,54.999728,22.579795,6.19,0.49,4.76,498.11,5.0,0,0.7528,0.2359,3.28,485.26,1.0,1.0,3318.39,-10.0,1,2.58,1.58,0.0,0.8696,0.3742,0.1443,Low Risk,-0.19
T2,,N7,NodeType.HUB,DEPART_NODE,IDLE,2024-01-02 21:16:12,54.999728,22.579795,13.15,2.13,2.75,555.95,2.71,1,0.602,1.0,3.18,277.63,0.5342,8.41,4708.09,-7.72,1,5.51,1.89,0.7017,0.7842,0.6908,0.5447,Moderate Risk,5.22
T11,,N13,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 21:41:44,48.852207,13.988911,5.9,2.53,3.59,277.14,4.95,1,0.7301,0.6341,2.15,626.09,0.1404,6.24,4688.35,-10.0,1,4.16,2.18,0.2247,0.8591,0.494,0.3765,Moderate Risk,4.46
T11,,N13,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 21:41:44,48.852207,13.988911,5.63,0.99,2.54,533.47,2.23,1,0.7338,0.7168,3.45,922.98,0.2737,9.67,6362.05,-10.0,1,3.73,1.9,0.6833,0.905,0.6592,0.5271,Moderate Risk,4.22
T17,,N1,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-02 21:42:09,50.450706,19.336495,12.86,1.4,2.3,399.9,2.72,0,0.3565,0.6038,9.86,1101.5,0.961,12.57,4470.65,3.67,1,6.99,4.34,0.9488,1.0,0.6355,0.7175,Moderate Risk,9.97
T10,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 21:50:35,49.232675,20.570204,5.96,0.93,3.84,269.94,2.84,0,0.7625,0.2369,9.26,925.23,1.0,3.85,3815.86,-8.91,1,2.17,1.37,0.2452,1.0,0.3033,0.3224,Low Risk,2.45
T9,,N5,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 21:53:30,50.449855,28.027718,9.42,3.52,2.84,359.15,2.83,0,0.3723,0.9154,3.72,747.52,0.9428,12.49,4370.17,-10.0,0,9.09,3.71,1.0,1.0,0.7314,0.817,High Risk,11.26
T18,,N12,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 21:55:24,45.916477,21.848177,5.96,-1.18,3.84,483.3,2.54,1,0.9245,0.0,4.19,256.37,0.4908,5.89,4608.41,-10.0,1,1.12,1.09,0.1965,0.8117,0.1271,0.0899,Low Risk,0.66
T7,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 22:05:53,50.616164,25.571274,17.42,1.23,4.35,480.26,5.0,0,0.7202,0.2703,2.93,107.5,0.6367,8.44,2856.5,-10.0,1,1.46,0.5,1.0,1.0,0.1967,0.2948,Low Risk,0.69
T7,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 22:05:53,50.616164,25.571274,7.96,1.33,3.62,242.96,2.86,1,0.5799,0.7702,1.72,266.88,0.6389,8.66,2483.78,-9.55,1,3.12,1.5,0.6716,0.9461,0.5267,0.5741,Moderate Risk,5.79
T2,,N7,NodeType.HUB,DEPART_NODE,IDLE,2024-01-02 22:16:12,54.999728,22.579795,11.04,-1.01,2.87,371.8,2.71,0,0.7259,0.0,2.89,601.83,0.4935,5.71,286.88,-10.0,1,0.25,1.57,0.2569,1.0,0.0006,0.2692,Low Risk,0.66
T19,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 22:24:27,50.616164,25.571274,12.5,2.21,3.3,161.51,2.0,1,0.4262,0.9255,3.36,362.87,0.8574,9.76,7269.82,-10.0,0,7.01,4.06,0.5633,0.9975,0.7635,0.7123,High Risk,7.83
T14,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-02 22:30:41,50.819308,17.39013,8.07,2.16,2.93,622.16,3.06,1,0.3335,0.9019,2.29,847.69,0.36,13.07,3188.43,-10.0,0,8.05,4.6,0.497,0.798,0.8768,0.8751,High Risk,8.06
T15,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 22:31:48,50.616164,25.571274,10.36,0.39,5.32,305.23,2.14,0,0.7924,0.2346,4.01,1057.82,0.2317,7.48,4630.71,-10.0,1,5.31,3.95,0.4116,0.8707,0.6126,0.5486,Moderate Risk,5.78
T11,,N13,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 22:41:44,48.852207,13.988911,7.29,0.77,2.48,276.28,2.92,1,0.9587,0.2892,2.08,284.64,0.5109,7.69,3012.15,10.22,1,3.13,0.95,0.0042,1.0,0.2778,0.3365,Low Risk,1.01
T6,ORD39,N6,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-02 22:56:01,50.616164,25.571274,8.94,-1.16,3.68,459.12,2.93,1,0.7298,0.0,2.79,502.64,0.7256,4.58,10000.0,-8.11,0,4.61,3.49,0.1147,0.9338,0.3147,0.4541,Moderate Risk,2.44
T7,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 23:05:53,50.616164,25.571274,15.76,0.21,3.88,457.17,2.29,0,0.8336,0.3055,4.31,473.83,0.6354,1.71,4762.42,-9.17,1,3.66,0.86,0.437,1.0,0.2165,0.1831,Low Risk,-1.18
T8,ORD17,N7,NodeType.HUB,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-02 23:14:56,54.999728,22.579795,5.52,0.98,2.08,536.37,5.0,0,0.852,0.3949,1.65,597.81,0.5683,3.52,10000.0,2.64,0,1.79,1.54,0.0,0.9987,0.1411,0.2546,Low Risk,0.93
T8,ORD17,N7,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-02 23:14:56,54.999728,22.579795,8.05,-0.62,2.77,250.69,3.02,1,0.9167,0.2197,4.26,790.93,0.8165,4.8,3071.27,-10.0,1,2.46,1.4,0.0,0.982,0.2378,0.3421,Low Risk,4.14
T17,,N1,NodeType.PORT,END_SERVICE,IDLE,2024-01-02 23:16:28,50.450706,19.336495,18.86,-2.0,3.16,528.48,5.0,1,0.7465,0.0,10.0,625.33,0.018,2.99,10000.0,-10.0,1,2.57,0.99,1.0,0.9242,0.303,0.2562,Low Risk,0.05
T17,,N1,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 23:16:28,50.450706,19.336495,17.46,-0.3,3.84,335.88,3.23,1,0.8744,0.0,9.08,984.0,0.3654,1.89,6813.05,-10.0,1,0.44,1.01,0.9832,0.8861,0.2477,0.2214,Low Risk,-1.15
T20,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 23:19:53,50.616164,25.571274,6.71,-1.84,2.71,290.22,2.85,0,0.6961,0.0,4.04,304.61,0.6254,5.43,9212.98,-10.0,1,3.46,3.55,0.5302,1.0,0.3693,0.3828,Low Risk,3.79
T19,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 23:48:00,50.616164,25.571274,5.92,1.13,3.68,437.1,4.47,1,0.8311,0.4256,4.09,321.25,0.1741,7.04,8344.37,-10.0,1,3.53,1.32,0.9195,0.9879,0.4196,0.3455,Low Risk,1.47
T19,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 23:48:00,50.616164,25.571274,5.78,1.65,3.11,317.33,2.41,1,0.8154,0.7039,2.68,123.51,0.3455,8.42,247.26,-10.0,1,3.91,1.41,0.0728,0.8997,0.4128,0.451,Moderate Risk,4.01
T1,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 23:56:55,50.616164,25.571274,5.76,-0.57,3.05,492.61,5.0,0,0.92,0.0017,1.65,158.14,0.591,3.13,7337.26,-10.0,1,2.37,0.78,0.1958,0.9932,0.0446,0.2314,Low Risk,0.37
T1,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 23:56:55,50.616164,25.571274,5.69,-0.29,2.76,367.42,2.75,0,0.6933,0.278,3.6,151.1,0.6249,7.72,3061.74,0.8,1,2.59,2.02,0.5693,0.9942,0.3265,0.3577,Low Risk,3.51
T3,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-03 00:00:23,49.232675,20.570204,15.01,-0.41,1.92,350.4,1.74,1,0.4624,0.4582,7.8,436.13,0.2693,12.67,10000.0,-10.0,1,6.61,4.22,0.3551,1.0,0.6265,0.732,Moderate Risk,8.16
T8,ORD17,N7,NodeType.HUB,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-03 00:14:56,54.999728,22.579795,7.72,3.14,5.17,271.7,3.17,1,0.4694,0.8043,3.44,497.94,0.4387,6.02,7517.79,-10.0,1,6.1,1.43,0.4917,1.0,0.579,0.4042,Moderate Risk,4.04
T9,,N5,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-03 00:40:11,50.449855,28.027718,8.44,3.0,3.7,542.65,5.0,0,0.5701,0.9472,2.99,231.85,1.0,7.95,7540.73,-10.0,1,3.77,0.55,1.0,1.0,0.5317,0.5972,Moderate Risk,4.53
T9,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 00:40:11,50.449855,28.027718,10.91,-0.53,3.0,351.48,3.99,1,0.9254,0.1298,3.4,1075.0,0.827,3.03,10000.0,-10.0,1,2.59,0.65,1.0,1.0,0.3362,0.1645,Low Risk,-0.83
T19,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 00:48:00,50.616164,25.571274,5.74,2.27,2.94,394.44,2.43,1,0.6037,0.7639,3.65,712.94,1.0,7.87,3189.91,-10.0,1,4.38,1.57,1.0,0.9687,0.5902,0.3713,Moderate Risk,2.06
T13,,N11,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-03 00:51:03,47.588496,22.556025,9.4,0.59,1.2,460.45,2.51,1,0.2797,0.6182,3.0,130.0,0.0,9.19,7625.3,-10.0,0,7.73,4.31,1.0,0.9208,0.5478,0.6492,Moderate Risk,8.1
T1,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 00:56:55,50.616164,25.571274,8.33,1.61,1.86,363.85,2.34,1,0.6323,0.7699,3.68,1007.92,0.7003,8.85,9721.35,2.7,1,4.71,1.28,0.3624,1.0,0.6384,0.5412,Moderate Risk,6.09
T15,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-03 01:33:59,50.616164,25.571274,15.1,1.08,0.0,485.55,5.0,0,0.6703,0.9443,3.2,386.54,0.7755,11.82,9828.69,10.95,1,4.96,0.67,0.5691,0.9997,0.7581,0.7282,Moderate Risk,7.15
T15,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-03 01:33:59,50.616164,25.571274,6.0,0.15,3.98,374.42,3.35,1,0.6916,0.1946,4.15,358.65,0.0,6.76,10000.0,1.24,1,2.16,0.5,0.125,1.0,0.2504,0.3429,Low Risk,3.09
